rosbagTimestamp,header,seq,stamp,secs,nsecs,frame_id,pose,position,x,y,z,orientation,x,y,z,w
1665761896612331798,,4557,,1665761896,611943960,'',,,-7.87,6.6,1.21,,0.0,0.0,0.0,1.0
1665761896714289439,,4558,,1665761896,712881088,'',,,-7.88,6.61,1.22,,0.0,0.0,0.0,1.0
1665761896813230144,,4559,,1665761896,812334060,'',,,-7.87,6.59,1.14,,0.0,0.0,0.0,1.0
1665761896912564056,,4560,,1665761896,912075042,'',,,-7.88,6.6,1.28,,0.0,0.0,0.0,1.0
1665761897012691631,,4561,,1665761897,11998891,'',,,-7.9,6.62,1.24,,0.0,0.0,0.0,1.0
1665761897113167963,,4562,,1665761897,112629890,'',,,-7.88,6.62,1.09,,0.0,0.0,0.0,1.0
1665761897213339677,,4563,,1665761897,212197065,'',,,-7.88,6.62,1.16,,0.0,0.0,0.0,1.0
1665761897314136064,,4564,,1665761897,312503099,'',,,-7.88,6.62,1.28,,0.0,0.0,0.0,1.0
1665761897413323739,,4565,,1665761897,412569046,'',,,-7.88,6.63,1.38,,0.0,0.0,0.0,1.0
1665761897512790037,,4566,,1665761897,512362957,'',,,-7.86,6.61,1.26,,0.0,0.0,0.0,1.0
1665761897612526927,,4567,,1665761897,611879110,'',,,-7.86,6.6,1.29,,0.0,0.0,0.0,1.0
1665761897712714031,,4568,,1665761897,712135076,'',,,-7.86,6.59,1.33,,0.0,0.0,0.0,1.0
1665761897813023544,,4569,,1665761897,812345027,'',,,-7.86,6.56,1.22,,0.0,0.0,0.0,1.0
1665761897912396671,,4570,,1665761897,911961078,'',,,-7.87,6.58,1.23,,0.0,0.0,0.0,1.0
1665761898013255098,,4571,,1665761898,12284040,'',,,-7.88,6.59,1.26,,0.0,0.0,0.0,1.0
1665761898113716748,,4572,,1665761898,112351894,'',,,-7.86,6.57,1.18,,0.0,0.0,0.0,1.0
1665761898212725428,,4573,,1665761898,212239027,'',,,-7.86,6.56,1.1,,0.0,0.0,0.0,1.0
1665761898312786608,,4574,,1665761898,312267065,'',,,-7.87,6.59,1.15,,0.0,0.0,0.0,1.0
1665761898414670207,,4575,,1665761898,412542104,'',,,-7.87,6.56,1.1,,0.0,0.0,0.0,1.0
1665761898512659242,,4576,,1665761898,512132883,'',,,-7.87,6.54,1.08,,0.0,0.0,0.0,1.0
1665761898612792664,,4577,,1665761898,612375020,'',,,-7.87,6.54,1.07,,0.0,0.0,0.0,1.0
1665761898712575133,,4578,,1665761898,711997032,'',,,-7.87,6.57,1.18,,0.0,0.0,0.0,1.0
1665761898812621538,,4579,,1665761898,811892032,'',,,-7.88,6.59,1.2,,0.0,0.0,0.0,1.0
1665761898912598973,,4580,,1665761898,912151098,'',,,-7.87,6.57,1.35,,0.0,0.0,0.0,1.0
1665761899012518830,,4581,,1665761899,11895895,'',,,-7.88,6.58,1.32,,0.0,0.0,0.0,1.0
1665761899112700999,,4582,,1665761899,111962080,'',,,-7.88,6.6,1.43,,0.0,0.0,0.0,1.0
1665761899213148665,,4583,,1665761899,212644100,'',,,-7.86,6.58,1.39,,0.0,0.0,0.0,1.0
1665761899312581999,,4584,,1665761899,312041997,'',,,-7.87,6.6,1.33,,0.0,0.0,0.0,1.0
1665761899412178266,,4585,,1665761899,411851882,'',,,-7.88,6.61,1.3,,0.0,0.0,0.0,1.0
1665761899514664413,,4586,,1665761899,513720989,'',,,-7.88,6.62,1.31,,0.0,0.0,0.0,1.0
1665761899613224823,,4587,,1665761899,612628936,'',,,-7.91,6.6,1.15,,0.0,0.0,0.0,1.0
1665761899712863602,,4588,,1665761899,712450027,'',,,-7.9,6.6,1.0,,0.0,0.0,0.0,1.0
1665761899813283343,,4589,,1665761899,812596082,'',,,-7.9,6.61,1.11,,0.0,0.0,0.0,1.0
1665761899913079168,,4590,,1665761899,912209987,'',,,-7.88,6.58,1.04,,0.0,0.0,0.0,1.0
1665761900013104241,,4591,,1665761900,12214899,'',,,-7.87,6.58,1.09,,0.0,0.0,0.0,1.0
1665761900113301008,,4592,,1665761900,112519979,'',,,-7.88,6.6,1.27,,0.0,0.0,0.0,1.0
1665761900212506946,,4593,,1665761900,212177038,'',,,-7.86,6.59,1.19,,0.0,0.0,0.0,1.0
1665761900312592111,,4594,,1665761900,311961889,'',,,-7.87,6.6,1.24,,0.0,0.0,0.0,1.0
1665761900412970345,,4595,,1665761900,412287950,'',,,-7.87,6.6,1.28,,0.0,0.0,0.0,1.0
1665761900512246846,,4596,,1665761900,511913061,'',,,-7.88,6.59,1.27,,0.0,0.0,0.0,1.0
1665761900613376126,,4597,,1665761900,612247943,'',,,-7.88,6.56,1.14,,0.0,0.0,0.0,1.0
1665761900712850539,,4598,,1665761900,712322950,'',,,-7.87,6.55,1.12,,0.0,0.0,0.0,1.0
1665761900812174483,,4599,,1665761900,811853885,'',,,-7.87,6.58,1.16,,0.0,0.0,0.0,1.0
1665761900912430876,,4600,,1665761900,911844968,'',,,-7.87,6.59,1.24,,0.0,0.0,0.0,1.0
1665761901012151833,,4601,,1665761901,11806964,'',,,-7.88,6.6,1.24,,0.0,0.0,0.0,1.0
1665761901113173001,,4602,,1665761901,112588882,'',,,-7.87,6.58,1.15,,0.0,0.0,0.0,1.0
1665761901212602598,,4603,,1665761901,212101936,'',,,-7.85,6.57,1.08,,0.0,0.0,0.0,1.0
1665761901313212179,,4604,,1665761901,312180995,'',,,-7.85,6.55,1.04,,0.0,0.0,0.0,1.0
1665761901413047506,,4605,,1665761901,412700891,'',,,-7.84,6.55,1.02,,0.0,0.0,0.0,1.0
1665761901512615605,,4606,,1665761901,511976957,'',,,-7.85,6.56,1.17,,0.0,0.0,0.0,1.0
1665761901612519753,,4607,,1665761901,612087965,'',,,-7.85,6.55,1.23,,0.0,0.0,0.0,1.0
1665761901713480527,,4608,,1665761901,712270975,'',,,-7.85,6.57,1.35,,0.0,0.0,0.0,1.0
1665761901813097153,,4609,,1665761901,812485933,'',,,-7.86,6.59,1.17,,0.0,0.0,0.0,1.0
1665761901912657696,,4610,,1665761901,912293910,'',,,-7.86,6.61,1.24,,0.0,0.0,0.0,1.0
1665761902013731292,,4611,,1665761902,12267112,'',,,-7.86,6.61,1.34,,0.0,0.0,0.0,1.0
1665761902112982942,,4612,,1665761902,112454891,'',,,-7.83,6.58,1.3,,0.0,0.0,0.0,1.0
1665761902212921016,,4613,,1665761902,212284088,'',,,-7.84,6.6,1.28,,0.0,0.0,0.0,1.0
1665761902312856540,,4614,,1665761902,312459945,'',,,-7.83,6.57,1.26,,0.0,0.0,0.0,1.0
1665761902412629833,,4615,,1665761902,412142038,'',,,-7.84,6.54,1.15,,0.0,0.0,0.0,1.0
1665761902512901257,,4616,,1665761902,512322902,'',,,-7.84,6.56,1.25,,0.0,0.0,0.0,1.0
1665761902612633531,,4617,,1665761902,612009048,'',,,-7.85,6.57,1.31,,0.0,0.0,0.0,1.0
1665761902705688629,,4618,,1665761902,705414056,'',,,-7.87,6.54,1.14,,0.0,0.0,0.0,1.0
1665761902813050424,,4619,,1665761902,812345981,'',,,-7.86,6.53,1.05,,0.0,0.0,0.0,1.0
1665761902912685493,,4620,,1665761902,912091016,'',,,-7.87,6.56,1.1,,0.0,0.0,0.0,1.0
1665761903013408791,,4621,,1665761903,12480020,'',,,-7.88,6.58,1.15,,0.0,0.0,0.0,1.0
1665761903112688696,,4622,,1665761903,112193107,'',,,-7.88,6.6,1.25,,0.0,0.0,0.0,1.0
1665761903213218169,,4623,,1665761903,212291002,'',,,-7.88,6.58,1.36,,0.0,0.0,0.0,1.0
1665761903312967756,,4624,,1665761903,312259912,'',,,-7.88,6.6,1.31,,0.0,0.0,0.0,1.0
1665761903412707055,,4625,,1665761903,412266016,'',,,-7.86,6.57,1.19,,0.0,0.0,0.0,1.0
1665761903512741220,,4626,,1665761903,512104034,'',,,-7.87,6.58,1.28,,0.0,0.0,0.0,1.0
1665761903612555758,,4627,,1665761903,611898899,'',,,-7.87,6.57,1.34,,0.0,0.0,0.0,1.0
1665761903712939397,,4628,,1665761903,711937904,'',,,-7.87,6.6,1.42,,0.0,0.0,0.0,1.0
1665761903812771982,,4629,,1665761903,812169075,'',,,-7.87,6.59,1.52,,0.0,0.0,0.0,1.0
1665761903913877352,,4630,,1665761903,912401914,'',,,-7.87,6.6,1.46,,0.0,0.0,0.0,1.0
1665761904013219239,,4631,,1665761904,12348890,'',,,-7.86,6.58,1.3,,0.0,0.0,0.0,1.0
1665761904112765743,,4632,,1665761904,112193107,'',,,-7.86,6.59,1.31,,0.0,0.0,0.0,1.0
1665761904211947151,,4633,,1665761904,211606025,'',,,-7.87,6.6,1.34,,0.0,0.0,0.0,1.0
1665761904313652195,,4634,,1665761904,312294960,'',,,-7.88,6.6,1.38,,0.0,0.0,0.0,1.0
1665761904412713623,,4635,,1665761904,412178039,'',,,-7.87,6.62,1.45,,0.0,0.0,0.0,1.0
1665761904512230866,,4636,,1665761904,511684894,'',,,-7.88,6.62,1.38,,0.0,0.0,0.0,1.0
1665761904613915291,,4637,,1665761904,612592935,'',,,-7.87,6.62,1.43,,0.0,0.0,0.0,1.0
1665761904713028985,,4638,,1665761904,712424993,'',,,-7.86,6.59,1.27,,0.0,0.0,0.0,1.0
1665761904812691485,,4639,,1665761904,812175989,'',,,-7.87,6.6,1.33,,0.0,0.0,0.0,1.0
1665761904913035155,,4640,,1665761904,912535905,'',,,-7.85,6.58,1.28,,0.0,0.0,0.0,1.0
1665761905012575245,,4641,,1665761905,11995077,'',,,-7.86,6.59,1.38,,0.0,0.0,0.0,1.0
1665761905112691731,,4642,,1665761905,111959934,'',,,-7.85,6.58,1.35,,0.0,0.0,0.0,1.0
1665761905212255637,,4643,,1665761905,211796998,'',,,-7.87,6.6,1.25,,0.0,0.0,0.0,1.0
1665761905312614760,,4644,,1665761905,312092065,'',,,-7.87,6.6,1.27,,0.0,0.0,0.0,1.0
1665761905412410505,,4645,,1665761905,411789894,'',,,-7.88,6.61,1.36,,0.0,0.0,0.0,1.0
1665761905512431622,,4646,,1665761905,511990070,'',,,-7.89,6.61,1.34,,0.0,0.0,0.0,1.0
1665761905612450581,,4647,,1665761905,611984968,'',,,-7.88,6.6,1.29,,0.0,0.0,0.0,1.0
1665761905712555432,,4648,,1665761905,712065935,'',,,-7.87,6.57,1.17,,0.0,0.0,0.0,1.0
1665761905806157283,,4649,,1665761905,805552959,'',,,-7.86,6.59,1.03,,0.0,0.0,0.0,1.0
1665761905912226820,,4650,,1665761905,911818981,'',,,-7.87,6.62,1.1,,0.0,0.0,0.0,1.0
1665761906012817413,,4651,,1665761906,12406110,'',,,-7.85,6.6,1.1,,0.0,0.0,0.0,1.0
1665761906113169427,,4652,,1665761906,112440109,'',,,-7.87,6.61,1.15,,0.0,0.0,0.0,1.0
1665761906212656736,,4653,,1665761906,211864948,'',,,-7.87,6.61,1.29,,0.0,0.0,0.0,1.0
1665761906312522414,,4654,,1665761906,312064886,'',,,-7.88,6.61,1.13,,0.0,0.0,0.0,1.0
1665761906413666166,,4655,,1665761906,412343025,'',,,-7.87,6.58,1.06,,0.0,0.0,0.0,1.0
1665761906513362774,,4656,,1665761906,512492895,'',,,-7.88,6.61,0.96,,0.0,0.0,0.0,1.0
1665761906613292104,,4657,,1665761906,612215042,'',,,-7.89,6.62,0.88,,0.0,0.0,0.0,1.0
1665761906712712332,,4658,,1665761906,712143898,'',,,-7.89,6.62,1.07,,0.0,0.0,0.0,1.0
1665761906813498762,,4659,,1665761906,812535047,'',,,-7.89,6.63,1.18,,0.0,0.0,0.0,1.0
1665761906913354186,,4660,,1665761906,912844896,'',,,-7.89,6.64,1.04,,0.0,0.0,0.0,1.0
1665761907012529422,,4661,,1665761907,12123107,'',,,-7.89,6.65,1.16,,0.0,0.0,0.0,1.0
1665761907112385821,,4662,,1665761907,112015008,'',,,-7.88,6.62,1.33,,0.0,0.0,0.0,1.0
1665761907213565396,,4663,,1665761907,212263107,'',,,-7.86,6.59,1.2,,0.0,0.0,0.0,1.0
1665761907312640918,,4664,,1665761907,312026977,'',,,-7.85,6.58,1.38,,0.0,0.0,0.0,1.0
1665761907413038367,,4665,,1665761907,412352085,'',,,-7.87,6.6,1.44,,0.0,0.0,0.0,1.0
1665761907512716047,,4666,,1665761907,512074947,'',,,-7.87,6.6,1.44,,0.0,0.0,0.0,1.0
1665761907612032240,,4667,,1665761907,611794948,'',,,-7.87,6.62,1.51,,0.0,0.0,0.0,1.0
1665761907713636588,,4668,,1665761907,712718009,'',,,-7.87,6.59,1.33,,0.0,0.0,0.0,1.0
1665761907812266884,,4669,,1665761907,811841011,'',,,-7.87,6.6,1.34,,0.0,0.0,0.0,1.0
1665761907912868873,,4670,,1665761907,912388086,'',,,-7.86,6.58,1.2,,0.0,0.0,0.0,1.0
1665761908012228600,,4671,,1665761908,11862993,'',,,-7.86,6.59,1.29,,0.0,0.0,0.0,1.0
1665761908105874085,,4672,,1665761908,105324983,'',,,-7.86,6.6,1.4,,0.0,0.0,0.0,1.0
1665761908212968848,,4673,,1665761908,212054014,'',,,-7.87,6.61,1.44,,0.0,0.0,0.0,1.0
1665761908312848521,,4674,,1665761908,312094926,'',,,-7.88,6.62,1.54,,0.0,0.0,0.0,1.0
1665761908412948671,,4675,,1665761908,412164926,'',,,-7.87,6.6,1.41,,0.0,0.0,0.0,1.0
1665761908512469387,,4676,,1665761908,511980056,'',,,-7.87,6.61,1.39,,0.0,0.0,0.0,1.0
1665761908612704991,,4677,,1665761908,612066030,'',,,-7.88,6.61,1.39,,0.0,0.0,0.0,1.0
1665761908712780723,,4678,,1665761908,712178945,'',,,-7.88,6.59,1.32,,0.0,0.0,0.0,1.0
1665761908813060158,,4679,,1665761908,812397956,'',,,-7.86,6.57,1.22,,0.0,0.0,0.0,1.0
1665761908912774462,,4680,,1665761908,912348985,'',,,-7.86,6.54,1.17,,0.0,0.0,0.0,1.0
1665761909012731304,,4681,,1665761909,12124061,'',,,-7.85,6.53,1.07,,0.0,0.0,0.0,1.0
1665761909112565585,,4682,,1665761909,112102985,'',,,-7.85,6.52,1.06,,0.0,0.0,0.0,1.0
1665761909212395417,,4683,,1665761909,211992025,'',,,-7.87,6.54,1.07,,0.0,0.0,0.0,1.0
1665761909312075310,,4684,,1665761909,311755895,'',,,-7.87,6.56,1.11,,0.0,0.0,0.0,1.0
1665761909413191052,,4685,,1665761909,412034034,'',,,-7.88,6.58,1.25,,0.0,0.0,0.0,1.0
1665761909512197263,,4686,,1665761909,511871099,'',,,-7.89,6.59,1.24,,0.0,0.0,0.0,1.0
1665761909612326661,,4687,,1665761909,611814022,'',,,-7.9,6.59,1.23,,0.0,0.0,0.0,1.0
1665761909712684226,,4688,,1665761909,712208986,'',,,-7.9,6.61,1.23,,0.0,0.0,0.0,1.0
1665761909812817854,,4689,,1665761909,812251091,'',,,-7.9,6.61,1.19,,0.0,0.0,0.0,1.0
1665761909912214862,,4690,,1665761909,911834955,'',,,-7.89,6.61,1.3,,0.0,0.0,0.0,1.0
1665761910012695888,,4691,,1665761910,12052059,'',,,-7.89,6.6,1.33,,0.0,0.0,0.0,1.0
1665761910113099932,,4692,,1665761910,112361907,'',,,-7.89,6.61,1.36,,0.0,0.0,0.0,1.0
1665761910213526886,,4693,,1665761910,212189912,'',,,-7.89,6.62,1.38,,0.0,0.0,0.0,1.0
1665761910312606854,,4694,,1665761910,312017917,'',,,-7.89,6.62,1.37,,0.0,0.0,0.0,1.0
1665761910412565165,,4695,,1665761910,411986112,'',,,-7.89,6.61,1.26,,0.0,0.0,0.0,1.0
1665761910512144057,,4696,,1665761910,511882066,'',,,-7.89,6.63,1.39,,0.0,0.0,0.0,1.0
1665761910612730179,,4697,,1665761910,612087965,'',,,-7.88,6.62,1.5,,0.0,0.0,0.0,1.0
1665761910712794281,,4698,,1665761910,712248086,'',,,-7.86,6.6,1.33,,0.0,0.0,0.0,1.0
1665761910812796145,,4699,,1665761910,812227010,'',,,-7.87,6.58,1.19,,0.0,0.0,0.0,1.0
1665761910912164545,,4700,,1665761910,911907911,'',,,-7.88,6.59,1.25,,0.0,0.0,0.0,1.0
1665761911012494638,,4701,,1665761911,12079954,'',,,-7.88,6.6,1.3,,0.0,0.0,0.0,1.0
1665761911112062725,,4702,,1665761911,111728906,'',,,-7.88,6.6,1.3,,0.0,0.0,0.0,1.0
1665761911212501837,,4703,,1665761911,211998939,'',,,-7.88,6.62,1.38,,0.0,0.0,0.0,1.0
1665761911312528667,,4704,,1665761911,312171936,'',,,-7.86,6.6,1.28,,0.0,0.0,0.0,1.0
1665761911412137905,,4705,,1665761911,411746025,'',,,-7.86,6.59,1.37,,0.0,0.0,0.0,1.0
1665761911512849398,,4706,,1665761911,512140035,'',,,-7.87,6.6,1.31,,0.0,0.0,0.0,1.0
1665761911613172514,,4707,,1665761911,612474918,'',,,-7.89,6.6,1.39,,0.0,0.0,0.0,1.0
1665761911712174804,,4708,,1665761911,711826086,'',,,-7.88,6.61,1.38,,0.0,0.0,0.0,1.0
1665761911812512576,,4709,,1665761911,812057971,'',,,-7.88,6.61,1.42,,0.0,0.0,0.0,1.0
1665761911912300826,,4710,,1665761911,911933898,'',,,-7.89,6.62,1.4,,0.0,0.0,0.0,1.0
1665761912012583694,,4711,,1665761912,11874914,'',,,-7.89,6.61,1.41,,0.0,0.0,0.0,1.0
1665761912112301486,,4712,,1665761912,111951112,'',,,-7.89,6.6,1.39,,0.0,0.0,0.0,1.0
1665761912212643266,,4713,,1665761912,212021112,'',,,-7.89,6.6,1.36,,0.0,0.0,0.0,1.0
1665761912312414188,,4714,,1665761912,311870098,'',,,-7.89,6.6,1.37,,0.0,0.0,0.0,1.0
1665761912412638015,,4715,,1665761912,412043094,'',,,-7.89,6.6,1.35,,0.0,0.0,0.0,1.0
1665761912512847744,,4716,,1665761912,512353897,'',,,-7.89,6.61,1.41,,0.0,0.0,0.0,1.0
1665761912612444492,,4717,,1665761912,611778020,'',,,-7.89,6.61,1.34,,0.0,0.0,0.0,1.0
1665761912712658132,,4718,,1665761912,712132930,'',,,-7.89,6.6,1.3,,0.0,0.0,0.0,1.0
1665761912812934867,,4719,,1665761912,812308073,'',,,-7.89,6.62,1.36,,0.0,0.0,0.0,1.0
1665761912912436892,,4720,,1665761912,911892890,'',,,-7.89,6.62,1.4,,0.0,0.0,0.0,1.0
1665761913013137912,,4721,,1665761913,12572050,'',,,-7.87,6.59,1.3,,0.0,0.0,0.0,1.0
1665761913112443738,,4722,,1665761913,111958026,'',,,-7.88,6.59,1.25,,0.0,0.0,0.0,1.0
1665761913212598662,,4723,,1665761913,212152004,'',,,-7.87,6.57,1.15,,0.0,0.0,0.0,1.0
1665761913312862474,,4724,,1665761913,312400102,'',,,-7.87,6.59,1.34,,0.0,0.0,0.0,1.0
1665761913413156058,,4725,,1665761913,411957025,'',,,-7.86,6.61,1.46,,0.0,0.0,0.0,1.0
1665761913513066889,,4726,,1665761913,512223005,'',,,-7.86,6.59,1.29,,0.0,0.0,0.0,1.0
1665761913612765576,,4727,,1665761913,612267971,'',,,-7.85,6.57,1.19,,0.0,0.0,0.0,1.0
1665761913712539195,,4728,,1665761913,711981058,'',,,-7.86,6.59,1.21,,0.0,0.0,0.0,1.0
1665761913812257699,,4729,,1665761913,811839103,'',,,-7.87,6.6,1.24,,0.0,0.0,0.0,1.0
1665761913912917630,,4730,,1665761913,912338972,'',,,-7.87,6.61,1.29,,0.0,0.0,0.0,1.0
1665761914013256134,,4731,,1665761914,12012958,'',,,-7.88,6.62,1.39,,0.0,0.0,0.0,1.0
1665761914112689238,,4732,,1665761914,112098932,'',,,-7.89,6.62,1.38,,0.0,0.0,0.0,1.0
1665761914212273343,,4733,,1665761914,211837053,'',,,-7.89,6.62,1.29,,0.0,0.0,0.0,1.0
1665761914312910181,,4734,,1665761914,312338113,'',,,-7.87,6.59,1.19,,0.0,0.0,0.0,1.0
1665761914412547977,,4735,,1665761914,412100076,'',,,-7.87,6.61,1.24,,0.0,0.0,0.0,1.0
1665761914512617444,,4736,,1665761914,511984109,'',,,-7.87,6.61,1.37,,0.0,0.0,0.0,1.0
1665761914613131706,,4737,,1665761914,612551927,'',,,-7.87,6.58,1.33,,0.0,0.0,0.0,1.0
1665761914712627096,,4738,,1665761914,712100982,'',,,-7.88,6.59,1.48,,0.0,0.0,0.0,1.0
1665761914814126765,,4739,,1665761914,813044071,'',,,-7.87,6.58,1.4,,0.0,0.0,0.0,1.0
1665761914913633140,,4740,,1665761914,912946939,'',,,-7.87,6.59,1.35,,0.0,0.0,0.0,1.0
1665761915012635861,,4741,,1665761915,12134075,'',,,-7.87,6.59,1.42,,0.0,0.0,0.0,1.0
1665761915112819392,,4742,,1665761915,112265110,'',,,-7.88,6.59,1.38,,0.0,0.0,0.0,1.0
1665761915213025870,,4743,,1665761915,212440967,'',,,-7.87,6.57,1.27,,0.0,0.0,0.0,1.0
1665761915312289996,,4744,,1665761915,311790943,'',,,-7.87,6.57,1.35,,0.0,0.0,0.0,1.0
1665761915412695925,,4745,,1665761915,412269115,'',,,-7.87,6.59,1.35,,0.0,0.0,0.0,1.0
1665761915513019551,,4746,,1665761915,512347936,'',,,-7.87,6.6,1.42,,0.0,0.0,0.0,1.0
1665761915612398215,,4747,,1665761915,611888885,'',,,-7.87,6.6,1.42,,0.0,0.0,0.0,1.0
1665761915712952056,,4748,,1665761915,712378978,'',,,-7.87,6.57,1.27,,0.0,0.0,0.0,1.0
1665761915812265530,,4749,,1665761915,811899900,'',,,-7.88,6.58,1.21,,0.0,0.0,0.0,1.0
1665761915912733269,,4750,,1665761915,912298917,'',,,-7.87,6.57,1.15,,0.0,0.0,0.0,1.0
1665761916012748739,,4751,,1665761916,12077093,'',,,-7.88,6.58,1.32,,0.0,0.0,0.0,1.0
1665761916112739661,,4752,,1665761916,112067937,'',,,-7.87,6.59,1.33,,0.0,0.0,0.0,1.0
1665761916212609822,,4753,,1665761916,212100028,'',,,-7.86,6.57,1.19,,0.0,0.0,0.0,1.0
1665761916312764315,,4754,,1665761916,312228918,'',,,-7.87,6.56,1.19,,0.0,0.0,0.0,1.0
1665761916413009149,,4755,,1665761916,411973953,'',,,-7.87,6.56,1.21,,0.0,0.0,0.0,1.0
1665761916513280823,,4756,,1665761916,512329101,'',,,-7.85,6.56,1.14,,0.0,0.0,0.0,1.0
1665761916612577480,,4757,,1665761916,612015008,'',,,-7.86,6.59,1.22,,0.0,0.0,0.0,1.0
1665761916712619468,,4758,,1665761916,712235927,'',,,-7.86,6.58,1.11,,0.0,0.0,0.0,1.0
1665761916812422107,,4759,,1665761916,811955928,'',,,-7.86,6.59,1.25,,0.0,0.0,0.0,1.0
1665761916912372342,,4760,,1665761916,911952972,'',,,-7.87,6.61,1.29,,0.0,0.0,0.0,1.0
1665761917012622795,,4761,,1665761917,12062072,'',,,-7.88,6.62,1.37,,0.0,0.0,0.0,1.0
1665761917112828563,,4762,,1665761917,112329959,'',,,-7.86,6.59,1.24,,0.0,0.0,0.0,1.0
1665761917212839244,,4763,,1665761917,212265014,'',,,-7.87,6.6,1.26,,0.0,0.0,0.0,1.0
1665761917312502155,,4764,,1665761917,311980009,'',,,-7.88,6.59,1.28,,0.0,0.0,0.0,1.0
1665761917412620082,,4765,,1665761917,411958932,'',,,-7.87,6.58,1.4,,0.0,0.0,0.0,1.0
1665761917513077656,,4766,,1665761917,512341976,'',,,-7.85,6.56,1.25,,0.0,0.0,0.0,1.0
1665761917613603289,,4767,,1665761917,612663030,'',,,-7.85,6.6,1.09,,0.0,0.0,0.0,1.0
1665761917712500859,,4768,,1665761917,712119102,'',,,-7.85,6.59,1.03,,0.0,0.0,0.0,1.0
1665761917812897579,,4769,,1665761917,812316894,'',,,-7.86,6.65,1.19,,0.0,0.0,0.0,1.0
1665761917912840301,,4770,,1665761917,912208080,'',,,-7.85,6.69,1.1,,0.0,0.0,0.0,1.0
